법령명,순번,조문내용
전자금융감독규정,27,"제15조(해킹 등 방지대책) ① 금융회사 또는 전자금융업자는 정보처리시스템 및 정보통신망을 해킹 등 전자적 침해행위로부터 방지하기 위하여 다음 각 호의 대책을 수립ㆍ운용하여야 한다.
  1. 해킹 등 전자적 침해행위로 인한 사고를 방지하기 위한 정보보호시스템 설치 및 운영
  2. 해킹 등 전자적 침해행위에 대비한 시스템프로그램 등의 긴급하고 중요한 보정(patch)사항에 대하여 즉시 보정작업 실시
  3. 내부통신망과 연결된 내부 업무용시스템은 인터넷(무선통신망 포함) 등 외부통신망과 분리ㆍ차단 및 접속 금지. 다만, 다음 각 목의 경우에는 그러하지 아니하다.<개정 2013. 12. 3., 2022. 11. 23.>
    가. 이용자의 고유식별정보 또는 개인신용정보(「신용정보의 이용 및 보호에 관한 법률」제40조의2에 따른 가명처리에 관한 행위규칙을 준수한 가명정보는 제외)를 처리하지 않는 연구ㆍ개발 목적의 경우(단, 금융회사 또는 전자금융업자가 자체 위험성 평가를 실시한 후 금융감독원장이 정한 망분리 대체 정보보호통제를 적용하고 정보보호위원회가 승인한 경우에 한한다)
    나. 업무상 불가피한 경우로서 금융감독원장의 확인을 받은 경우
  4. 내부통신망에서의 파일 배포기능은 통합 및 최소화하여 운영하고, 이를 배포할 경우에는 무결성 검증을 수행할 것<신설 2013. 12. 3.>
  5. 전산실 내에 위치한 정보처리시스템과 해당 정보처리시스템의 운영, 개발, 보안 목적으로 직접 접속하는 단말기에 대해서는 인터넷 등 외부통신망으로부터 물리적으로 분리할 것. 다만, 다음 각 목의 경우에는 그러하지 아니하다.<신설 2013. 12. 3., 개정 2015. 2. 3., 2022. 11. 23.>
    가. 이용자의 고유식별정보 또는 개인신용정보(「신용정보의 이용 및 보호에 관한 법률」제40조의2에 따른 가명처리에 관한 행위규칙을 준수한 가명정보는 제외)를 처리하지 않는 연구ㆍ개발 목적의 경우(단, 금융회사 또는 전자금융업자가 자체 위험성 평가를 실시한 후 금융감독원장이 정한 망분리 대체 정보보호통제를 적용하고 정보보호위원회가 승인한 경우에 한한다)
    나. 업무상 불가피한 경우로서 금융감독원장이 인정하는 경우
  ② 제1항제1호의 규정에 따른 정보보호시스템의 안전한 운영을 위하여 금융감독원장이 정하는 사항을 준수하여야 한다.<개정 2025. 2. 5.>
  ③ 제1항 각 호의 정보보호시스템에 대하여 책임자를 지정ㆍ운영하여야 하며, 운영결과는 1년 이상 보존하여야 한다.
  ④ 금융회사 또는 전자금융업자는 해킹 등 전자적 침해의 예방, 피해 최소화 및 신속한 복구를 위한 대책을 수립ㆍ운용하여야 한다.<개정 2013. 12. 3.. 2025. 2. 5.>
  ⑤ 삭제 <2013. 12. 3.>
  ⑥ 금융회사 또는 전자금융업자는 무선통신망을 설치ㆍ운용할 때에는 다음 각 호의 사항을 준수하여야 한다.<개정 2013. 12. 3.>
  1. 무선통신망 이용 업무는 최소한으로 국한하고 법 제21조의2에 따른 정보보호최고책임자의 승인을 받아 사전에 지정할 것
  2. 무선통신망을 통한 불법 접속을 방지하기 위한 사용자인증, 암호화 등 보안대책을 수립ㆍ운용할 것<개정 2025. 2. 5.>
  3. 무선통신망에 인가되지 않은 정보처리시스템 및 단말기의 접속을 차단하여야 하며, 비인가 무선접속장비(Access Point: AP) 설치ㆍ접속여부, 중요 정보 노출여부를 주기적으로 점검할 것<개정 2015. 2. 3., 2025. 2. 5.>
  4. 삭제<2025. 2. 5.>
  ⑦ 금융회사 또는 전자금융업자는 단말기에서 음란, 도박 등 업무와 무관한 프로그램 또는 인터넷 사이트에 접근하는 것에 대한 통제대책을 수립ㆍ운용하여야 한다.<신설 2025. 2. 5.>"
전자금융감독규정,28,"제16조(악성코드 감염 방지대책) 금융회사 또는 전자금융업자는 악성코드 감염ㆍ확산 방지, 피해 최소화 및 복구를 위한 대책을 수립ㆍ운용하여야 한다.<개정 2025. 2. 5.>"
전자금융감독규정,29,"제17조(홈페이지 등 공개용 웹서버 관리대책) 금융회사 또는 전자금융업자는 공개용 웹서버의 안전한 관리를 위하여 다음 각 호를 포함한 적절한 대책을 수립ㆍ운용하여야 한다.<개정 2025. 2. 5.>
  1. 공개용 웹서버를 내부통신망과 분리하여 내부통신망과 외부통신망사이의 독립된 통신망(이하 ""DMZ구간""이라 한다)에 설치하고 네트워크 및 웹 접근제어 수단으로 보호할 것
  2. 공개용 웹서버에 접근할 수 있는 사용자계정은 업무관련자만 접속할 수 있도록 제한하고 이중 인증수단을 적용할 것<개정 2025. 2. 5.>
  3. 공개용 웹서버에서 제공하는 서비스를 제외한 다른 서비스 및 시험ㆍ개발 도구 등의 사용을 제한하고, DMZ구간 내에 이용자 정보 등 주요 정보를 저장 및 관리하지 아니할 것(다만, 거래로그를 관리하기 위한 경우에는 예외로 하되 고유식별정보는 반드시 암호화하며 그 외 이용자 정보는 별도의 보안대책을 수립하여 저장ㆍ관리하여야 한다)<개정 2025. 2. 5.>
  4. 금융회사 또는 전자금융업자는 공개용 웹서버에 자료 게시 절차ㆍ내용에 관한 내부통제 방안과 개인정보 유출 및 위ㆍ변조를 방지하기 위한 보안조치 방안을 수립ㆍ운용하여야 한다.<개정 2025. 2. 5.>"
전자금융감독규정,30,"제18조(IP주소 관리대책) 금융회사 또는 전자금융업자는 정보제공자 주소(이하 ""IP주소""라 한다)의 안전한 사용을 위하여 주소 체계ㆍ할당ㆍ관리 등에 대한 내용을 포함한 적절한 대책을 수립ㆍ운용하고, 내부 IP주소 및 외부 IP주소의 인터넷 접속내용을 1년 이상 별도로 기록ㆍ보관하여야 한다.<개정 2013. 12. 3., 2025. 2. 5.>"
전자금융감독규정,31,"제19조(암호프로그램 및 키 관리 통제) ① 금융회사 또는 전자금융업자는 암호프로그램에 대하여 담당자 지정, 담당자 이외의 이용 통제 및 원시프로그램(source program) 별도 보관 등을 준수하여 유포 및 부당 이용이 발생하지 않도록 하여야 한다.
  ② 금융회사 또는 전자금융업자는 암호 및 인증시스템 등에 적용되는 키(Key)(프로그램 진위 및 무결성 확인에 사용되는 암호 또는 인증시스템 등에 적용되는 키를 포함한다)에 대하여 주입ㆍ운용ㆍ갱신ㆍ폐기에 대한 절차 및 방법을 마련하여 안전하게 관리하여야 한다.
  [본조 신설 2025. 2. .5.]"
전자금융감독규정,32,"제19조의2(사용자 인증수단 관리) 금융회사 또는 전자금융업자는 비밀번호, 생체정보 등 사용자 인증수단 유출을 방지하기 위하여 인증수단의 발급ㆍ보관ㆍ주기적 변경 및 인증오류 발생시 처리 절차 등을 포함한 관리방안을 수립ㆍ운용하여야 한다.
 [본조 신설 2025. 2. .5.]"
전자금융감독규정,33,제6절 사업부문<신설 2025. 2. 5.>
전자금융감독규정,34,"제20조(정보처리시스템 구축 및 전자금융거래 관련 사업 추진) 금융회사 또는 전자금융업자는 정보처리시스템 및 전자금융거래와 관련된 사업 추진에 대한 내부통제 기준을 수립ㆍ운용하여야 한다.<개정 2013. 12. 3., 2025. 2. 5.>"
전자금융감독규정,35,제21조(정보처리시스템 구축 및 전자금융거래 관련 계약) 금융회사 또는 전자금융업자는 정보처리시스템 구축 및 전자금융거래와 관련된 계약 체결시에 정보처리시스템의 안전성ㆍ신뢰성 및 계약의 공정성이 확보될 수 있도록 체결ㆍ이행ㆍ감사 등에 관한 내용을 포함한 내부통제 절차를 수립ㆍ운용해야 한다.<개정 2013. 12. 3.. 2025. 2. 5.>
전자금융감독규정,36,제22조(정보처리시스템 감리) 금융회사 또는 전자금융업자는 정보처리시스템의 안전성 및 효율성 확보를 위한 정보처리시스템 감리 지침을 수립ㆍ운용하여야 한다.<개정 2013. 12. 3.. 2025. 2. 5.>
전자금융감독규정,37,제7절 업무지속성 부문<신설 2025. 2. 5.>
전자금융감독규정,38,"제23조(비상대책 등의 수립ㆍ운용) ① 금융회사 또는 전자금융업자는 장애ㆍ재해ㆍ파업ㆍ테러 등 긴급한 상황이 발생하더라도 업무가 중단되지 않도록 다음 각 호의 내용을 포함한 업무지속성 확보방안을 수립ㆍ준수하여야 한다.<개정 2013. 12. 3., 2016. 10. 5.>
  1. 상황별 대응절차
  2. 백업 또는 재해복구센터를 활용한 재해복구계획
  3. 비상대응조직의 구성 및 운용
  4. 입력대행, 수작업 등의 조건 및 절차
  5. 모의훈련의 실시
  6. 유관기관 및 관련업체와의 비상연락체제 구축
  7. 보고 및 대외통보의 범위와 절차 등
  8. 비상지원인력의 확보 및 운영<신설 2025. 2. 5.>
  ② 삭제<2025. 2. 5.>
  ③ 금융회사 또는 전자금융업자는 제1항의 규정에 따른 업무지속성 확보대책의 실효성ㆍ적정성 등을 매년 1회 이상 점검하여 최신상태로 유지하고 관리하여야 한다.<개정 2013. 12. 3.>
  ④ 「국가위기관리기본지침」에 따라 금융위원회가 지정한 금융회사는 금융위원회의 「금융전산분야위기대응실무매뉴얼」에 따라 위기대응행동매뉴얼(이하 ""행동매뉴얼""이라 한다)을 수립ㆍ준수하고 이를 금융위원회에 알려야 한다.<개정 2013. 12. 3., 2016. 10. 5.>
  ⑤ 금융위원회가 별도로 지정하지 아니한 금융회사 또는 전자금융업자는 자연 재해, 인적 재해, 기술적 재해, 전자적 침해 등으로 인한 전산시스템의 마비 방지와 신속한 복구를 위한 비상대책을 수립ㆍ운용하여야 한다.<개정 2013. 12. 3., 2016. 10. 5., 2025. 2. 5.>
  ⑥ 제4항에 따른 행동매뉴얼 또는 제5항에 따른 비상대책에는 제1항의 규정에 따른 업무지속성 확보대책이 반영되어야 한다.
  ⑦ 금융회사 또는 전자금융업자는 중앙처리장치, 데이터저장장치 등 주요 전산장비에 대하여 이중화 또는 예비장치를 확보하여야 한다.<개정 2013. 12. 3.>
  ⑧ 다음 각 호의 금융회사 및 전자금융업자는 시스템 오류, 자연재해 등으로 인한 전산센터 마비에 대비하여 업무지속성을 확보할 수 있도록 적정 규모ㆍ인력을 구비한 재해복구센터를 주전산센터와 일정거리 이상 떨어진 안전한 장소에 구축ㆍ운용하여야 한다.<개정 2013. 12. 3., 2015. 6. 24, 2025. 2. 5..>
  1. 「은행법」에 의해 인가를 받아 설립된 은행(다만,「은행법」제58조에 의해 인가를 받은 외국금융회사의 국내지점은 제외한다)<개정 2013. 12. 3.>
  2. 「한국산업은행법」에 의한 한국산업은행, 「중소기업은행법」에 의한 중소기업은행, 「농업협동조합법」에 의한 농협은행, 「수산업협동조합법」에 의한 수협은행<개정 2013. 12. 3., 2025. 2. 5.>
  3. 「자본시장과 금융투자업에 관한 법률」에 의한 투자매매업자ㆍ투자중개업자(다만, 「자본시장과 금융투자업에 관한 법률」 제12조에 의해 인가를 받은 외국 투자매매업자ㆍ투자중개업자의 지점 등은 제외한다)
  4. 「자본시장과 금융투자업에 관한 법률」에 의한 증권금융회사 및 한국예탁결제원
  5. 「자본시장과 금융투자업에 관한 법률」에 의한 거래소<개정 2013. 12. 3.>
  6. 「여신전문금융업법」에 의한 신용카드업자(다만, 법인신용카드 회원에 한하여 신용카드업을 영위하는 자는 제외한다)
  6의2. 「여신전문금융업법」에 의한 시설대여업자, 할부금융업자, 신기술사업금융업자(시행령 제11조의4제1항에 해당하는 회사에 한정한다)<신설 2025. 2. 5.>
  7. 「보험업법」에 의한 보험요율산출기관
  8. 「상호저축은행법」에 의한 상호저축은행중앙회 및 자체 전산시스템을 구축하여 운영하는 상호저축은행<개정 2025. 2. 5.>
  9. 「신용협동조합법」에 의한 신용협동조합중앙회
  10. 「보험업법」에 의한 보험회사
  11. 「전자금융거래법」에 의한 전자금융업자(연간 전자금융거래 총액이 2조원 이상인 회사에 한정한다)<신설 2025. 2. 5.>
  ⑨ 제8항 각 호의 금융회사는 업무별로 업무지속성 확보의 중요도를 분석하여 핵심업무를 선정하여야 하며, 업무별 복구목표시간을 정하여야 한다. 이 경우 핵심업무의 복구목표시간은 3시간 이내로 하되, 「보험업법」에 의한 보험회사의 핵심업무의 경우에는 24시간 이내로 한다.<신설 2015. 6. 24.>
  ⑩ 제8항의 규정에 따른 재해복구센터를 운영하는 금융회사는 매년 1회 이상 재해복구센터로 실제 전환하는 재해복구전환훈련을 실시하여야 한다. , <종전의 제9항에서 이동 2015. 6. 24.><개정 2013. 12. 3.>"
전자금융감독규정,39,"제24조(비상대응훈련 실시) ① 금융회사 또는 전자금융업자는 제23조제4항에 따른 행동매뉴얼 또는 같은 조 제5항에 따른 비상대책에 따라 연 1회의 비상대응훈련을 실시하고 그 결과를 금융위원회에 보고하여야 한다. 이때, 제23조제10항에 따른 재해복구전환훈련을 포함하여 실시할 수 있다.<개정 2013. 12. 3., 2016. 6. 30.>
  ② 금융위원회는 금융분야의 비상대응능력을 강화하기 위하여 금융회사 또는 전자금융업자를 선별하여 금융분야 합동비상대응훈련을 실시할 수 있다.<개정 2013. 12. 3.>
  ③ 금융위원회는 제2항의 규정에 따른 합동비상대응훈련을 실시할 때, 다음 각 호의 기관에게 지원을 요청할 수 있다.
  1. 「정부조직법」 제17조에 따른 ""국가정보원(국가사이버안전센터)""<개정 2025. 2. 5.>
  2. 「국가경찰과 자치경찰의 조직 및 운영에 관한 법률」 제12조에 따른 ""경찰청(사이버수사국)""<개정 2025. 2. 5.>
  3. 침해사고대응기관<개정 2013. 12. 3.>
  4. 그밖에 비상대응훈련의 실효성 확보를 위하여 금융위원회가 필요하다고 인정하는 기관
  ④ 금융회사 또는 전자금융업자는 제1항 및 제2항에 따른 의무의 이행을 위하여 전자금융보조업자에게 협조를 요청할 수 있다.<신설 2018. 12. 21.>"
전자금융감독규정,40,제25조(정보처리시스템의 성능관리) 금융회사 또는 전자금융업자는 정보처리시스템의 장애예방 및 성능의 최적화를 위하여 정보처리시스템의 사용 현황 및 추이 분석 등을 정기적으로 실시하여야 한다.<개정 2013. 12. 3.>
전자금융감독규정,41,제26조 삭제<2025. 2. 5.>
전자금융감독규정,42,제8절 정보기술부문 내부통제<신설 2025. 2. 5.>
전자금융감독규정,43,"제27조(전산원장 통제) ① 금융기관 또는 전자금융업자는 장애 또는 오류 등에 의한 전산원장의 변경을 위하여 별도의 통제절차를 수립ㆍ운용하여야 한다.<개정 2025. 2. 5.>
  ② 제1항의 절차에는 변경 대상 및 방법, 변경 권한자 지정, 변경 전후내용 자동기록 및 보존, 변경내용의 정당여부에 대한 제3자 확인 등이 포함되어야 한다.
  ③ 금융회사 또는 전자금융업자는 대차대조표 등 중요 자료의 계상액과 각종 보조부ㆍ거래기록ㆍ전산원장파일의 계상액에 대한 상호일치 여부를 전산시스템을 통하여 주기적으로 확인하여야 한다.<개정 2013. 12. 3.>
  ④ 금융회사 또는 전자금융업자는 제3항에 따른 확인 결과 불일치가 발견된 때에는 그 원인 및 조치 내용을 전산자료의 형태로 5년간 보존하여야 한다.<개정 2013. 12. 3.>
  ⑤ 금융회사 또는 전자금융업자는 이용자 중요원장에 직접 접근하여 중요원장을 조회ㆍ수정ㆍ삭제ㆍ삽입하는 경우에는 작업자 및 작업내용 등을 기록하여 5년간 보존하여야 한다.<개정 2013. 12. 3.>"
